,10,Script,test,Characters,Dialogue,test_2,Movie
2967,,C-3PO: My Lady there's a Jedi fighter docking on the veranda.NoneNoneNoneNoneNoneNoneNoneNone,True,C-3PO, My Lady there's a Jedi fighter docking on the veranda.,True,Revenge of the Sith
2971,,THREEPIO: Hush! Not so loud!NoneNoneNoneNoneNoneNoneNoneNoneNone,True,THREEPIO, Hush! Not so loud!,True,Revenge of the Sith
2973,,PADME: Are you all right? I heard there was an attack on the Jedi Temple . . . you can see the smoke from here.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,PADME, Are you all right? I heard there was an attack on the Jedi Temple . . . you can see the smoke from here.,True,Revenge of the Sith
2974,,ANAKIN: I'm fine. I'm fine. I came to see if you and the baby are safe.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,ANAKIN, I'm fine. I'm fine. I came to see if you and the baby are safe.,True,Revenge of the Sith
2975,,PADME: Captain Typho's here we're safe. What's happening?NoneNoneNoneNoneNoneNoneNoneNone,True,PADME, Captain Typho's here we're safe. What's happening?,True,Revenge of the Sith
2977,,C-3PO: What is going on?NoneNoneNoneNoneNoneNoneNoneNoneNone,True,C-3PO, What is going on?,True,Revenge of the Sith
2979,,C-3PO: (continuing) You can't be anymore confused than I am.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,C-3PO,  You can't be anymore confused than I am.,True,Revenge of the Sith
2980,,ANAKIN: The situation is not good. The Jedi have tried to overthrow the Republic . . .NoneNoneNoneNoneNoneNoneNoneNoneNone,True,ANAKIN, The situation is not good. The Jedi have tried to overthrow the Republic . . .,True,Revenge of the Sith
2981,,PADME: I can't believe that!NoneNoneNoneNoneNoneNoneNoneNoneNone,True,PADME, I can't believe that!,True,Revenge of the Sith
2982,,ANAKIN: I couldn't either at first but it's true. I saw Master Windu attempt to assassinate the Chancellor myself.NoneNoneNoneNoneNoneNoneNoneNone,True,ANAKIN, I couldn't either at first but it's true. I saw Master Windu attempt to assassinate the Chancellor myself.,True,Revenge of the Sith
2984,,C-3PO: Something important is going on! I heard a rumor they are going to banish all droids.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,C-3PO, Something important is going on! I heard a rumor they are going to banish all droids.,True,Revenge of the Sith
2986,,C-3PO: (continuing) Shhhhhh . . . not so loud.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,C-3PO,  Shhhhhh . . . not so loud.,True,Revenge of the Sith
2988,,C-3PO: (continuing) Whatever it is we'll be the last to know.NoneNoneNoneNoneNoneNoneNoneNone,True,C-3PO,  Whatever it is we'll be the last to know.,True,Revenge of the Sith
2989,,PADME: Anakin what are you going to do?NoneNoneNoneNoneNoneNoneNoneNone,True,PADME, Anakin what are you going to do?,True,Revenge of the Sith
2991,,ANAKIN: I will not betray the Republic . . . my loyalties lie with the Chancellor and with the Senate . . . and with you.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,ANAKIN, I will not betray the Republic . . . my loyalties lie with the Chancellor and with the Senate . . . and with you.,True,Revenge of the Sith
2993,,PADME: What about Obi-Wan?NoneNoneNoneNoneNoneNoneNoneNoneNone,True,PADME, What about Obi-Wan?,True,Revenge of the Sith
2994,,ANAKIN: I don't know . . . Many Jedi have been killed. We can only hope that he's remained loyal to the Chancellor.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,ANAKIN, I don't know . . . Many Jedi have been killed. We can only hope that he's remained loyal to the Chancellor.,True,Revenge of the Sith
2995,,PADME: How could this have happened?NoneNoneNoneNoneNoneNoneNoneNoneNone,True,PADME, How could this have happened?,True,Revenge of the Sith
2996,,ANAKIN: The Republic is unstable Padme. The Jedi aren't the only ones trying to take advantage of the situation. There are also traitors in the Senate.NoneNoneNoneNoneNoneNoneNoneNone,True,ANAKIN, The Republic is unstable Padme. The Jedi aren't the only ones trying to take advantage of the situation. There are also traitors in the Senate.,True,Revenge of the Sith
2998,,PADME: What are you saying?NoneNoneNoneNoneNoneNoneNoneNoneNone,True,PADME, What are you saying?,True,Revenge of the Sith
2999,,ANAKIN: You need to distance yourself from your friends in the Senate. The Chancellor said they will be dealt with when this conflict is over.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,ANAKIN, You need to distance yourself from your friends in the Senate. The Chancellor said they will be dealt with when this conflict is over.,True,Revenge of the Sith
3000,,PADME: What if they start an inquisition? I've opposed this war. What will you do if I become a suspect?NoneNoneNoneNoneNoneNoneNoneNoneNone,True,PADME, What if they start an inquisition? I've opposed this war. What will you do if I become a suspect?,True,Revenge of the Sith
3001,,ANAKIN: That won't happen. I won't let it.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,ANAKIN, That won't happen. I won't let it.,True,Revenge of the Sith
3002,,PADME: Oh Anakin I'm afraid.NoneNoneNoneNoneNoneNoneNone,True,PADME, Oh Anakin I'm afraid.,True,Revenge of the Sith
3004,,ANAKIN: Have faith my love. Everything will soon be set right. The Chancellor has given me a very important mission. The Separatists have gathered in the Mustafar system. I'm going there to end this war. Wait for me until I return . . . things will be different I promise.NoneNoneNoneNoneNoneNoneNone,True,ANAKIN, Have faith my love. Everything will soon be set right. The Chancellor has given me a very important mission. The Separatists have gathered in the Mustafar system. I'm going there to end this war. Wait for me until I return . . . things will be different I promise.,True,Revenge of the Sith
3006,,ANAKIN: (continuing) Please wait for me.NoneNoneNoneNoneNoneNoneNoneNone,True,ANAKIN,  Please wait for me.,True,Revenge of the Sith
3007,,PADME: I will.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,PADME, I will.,True,Revenge of the Sith
3009,,C-3PO: (to Artoo) Well he is under a lot of stress Artoo.NoneNoneNoneNoneNoneNoneNone,True,C-3PO,  Well he is under a lot of stress Artoo.,True,Revenge of the Sith
3011,,C-3PO: (continuing) Take care my little friend.NoneNoneNoneNoneNoneNoneNoneNone,True,C-3PO,  Take care my little friend.,True,Revenge of the Sith
3013,,C-3PO: (continuing) My Lady is there anything I might do?NoneNoneNoneNoneNoneNoneNoneNone,True,C-3PO,  My Lady is there anything I might do?,True,Revenge of the Sith
3014,,PADME: No thank you Threepio.NoneNoneNoneNoneNoneNoneNoneNone,True,PADME, No thank you Threepio.,True,Revenge of the Sith
3015,,G-3PO: A snack perhaps?NoneNoneNoneNoneNoneNoneNoneNone,True,G-3PO, A snack perhaps?,True,Revenge of the Sith
3016,,PADME: No.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,PADME, No.,True,Revenge of the Sith
3018,,C-3PO: I feel so helpless.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,C-3PO, I feel so helpless.,True,Revenge of the Sith
3023,,BAIL ORGANA: You made it.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,BAIL ORGANA, You made it.,True,Revenge of the Sith
3024,,YODA: Master Kenobi dark times are these. Good to see you. it is.NoneNoneNoneNoneNoneNoneNoneNone,True,YODA, Master Kenobi dark times are these. Good to see you. it is.,True,Revenge of the Sith
3025,,OBI-WAN: You were attacked by your Clones also?NoneNoneNoneNoneNoneNoneNoneNone,True,OBI-WAN, You were attacked by your Clones also?,True,Revenge of the Sith
3026,,YODA: With the help of the Wookiees barely escape I did.NoneNoneNoneNoneNoneNoneNone,True,YODA, With the help of the Wookiees barely escape I did.,True,Revenge of the Sith
3027,,OBI-WAN: How many other Jedi managed to survive?NoneNoneNoneNoneNoneNoneNoneNoneNone,True,OBI-WAN, How many other Jedi managed to survive?,True,Revenge of the Sith
3028,,YODA: Heard from no one have we.NoneNoneNoneNoneNoneNoneNoneNone,True,YODA, Heard from no one have we.,True,Revenge of the Sith
3029,,BAIL ORGANA: I saw thousands of troops attack the Jedi Temple. That's why I went looking for Yoda.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,BAIL ORGANA, I saw thousands of troops attack the Jedi Temple. That's why I went looking for Yoda.,True,Revenge of the Sith
3030,,OBI-WAN: Have we had any contact from the Temple?NoneNoneNoneNoneNoneNoneNoneNoneNone,True,OBI-WAN, Have we had any contact from the Temple?,True,Revenge of the Sith
3031,,YODA: Received a coded retreat message we have.NoneNoneNoneNoneNoneNoneNoneNone,True,YODA, Received a coded retreat message we have.,True,Revenge of the Sith
3032,,BAIL ORGANA: It requests all Jedi to return to the Temple. It says that the war is over . . .NoneNoneNoneNoneNoneNoneNoneNoneNone,True,BAIL ORGANA, It requests all Jedi to return to the Temple. It says that the war is over . . .,True,Revenge of the Sith
3033,,OBI-WAN: Well then we must go back! If there are other stragglers they will fall into the trap and be killed.NoneNoneNoneNoneNoneNoneNone,True,OBI-WAN, Well then we must go back! If there are other stragglers they will fall into the trap and be killed.,True,Revenge of the Sith
3034,,BAIL ORGANA: It's too dangerous to return.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,BAIL ORGANA, It's too dangerous to return.,True,Revenge of the Sith
3035,,YODA: Suggest dismantling the coded signal do you?NoneNoneNoneNoneNoneNoneNoneNone,True,YODA, Suggest dismantling the coded signal do you?,True,Revenge of the Sith
3036,,OBI-WAN: Yes Master. There is too much at stake here and we need a clearer picture of what has happened.NoneNoneNoneNoneNoneNoneNone,True,OBI-WAN, Yes Master. There is too much at stake here and we need a clearer picture of what has happened.,True,Revenge of the Sith
3037,,YODA: I agree. In a dark place we find ourselves ... a little more knowledge might light our way.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,YODA, I agree. In a dark place we find ourselves ... a little more knowledge might light our way.,True,Revenge of the Sith
3042,,NUTE GUNRAY: The plan has gone as you had promised My Lord.NoneNoneNoneNoneNoneNoneNoneNone,True,NUTE GUNRAY, The plan has gone as you had promised My Lord.,True,Revenge of the Sith
3043,,DARTH SIDIOUS: You have done well Viceroy. When my new apprentice Darth Vader arrives he will take care of you.NoneNoneNoneNoneNone,True,DARTH SIDIOUS, You have done well Viceroy. When my new apprentice Darth Vader arrives he will take care of you.,True,Revenge of the Sith
3047,,PILOT: We are receiving a message from the Chancellor's office sir.NoneNoneNoneNoneNoneNoneNoneNone,True,PILOT, We are receiving a message from the Chancellor's office sir.,True,Revenge of the Sith
3048,,BAIL ORGANA: Send it through.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,BAIL ORGANA, Send it through.,True,Revenge of the Sith
3049,,PILOT: Yes sir.NoneNoneNoneNoneNoneNoneNoneNone,True,PILOT, Yes sir.,True,Revenge of the Sith
3051,,MAS AMEDDA: Senator Organa . . . the Supreme Chancellor of the Republic requests your presence at a special session of Congress.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,MAS AMEDDA, Senator Organa . . . the Supreme Chancellor of the Republic requests your presence at a special session of Congress.,True,Revenge of the Sith
3052,,BAIL ORGANA: Tell the Chancellor I will be there.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,BAIL ORGANA, Tell the Chancellor I will be there.,True,Revenge of the Sith
3053,,MAS AMEDDA: Very well. He will be expecting you.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,MAS AMEDDA, Very well. He will be expecting you.,True,Revenge of the Sith
3055,,BAIL ORGANA: It could be a trap.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,BAIL ORGANA, It could be a trap.,True,Revenge of the Sith
3056,,OBI-WAN: No I don't think so. The Chancellor will not be able to control the thousands of star systems without keeping the Senate intact.NoneNoneNoneNoneNoneNoneNoneNone,True,OBI-WAN, No I don't think so. The Chancellor will not be able to control the thousands of star systems without keeping the Senate intact.,True,Revenge of the Sith
3057,,YODA: If a special session of Congress there is easier for us to enter the Jedi Temple it will be.NoneNoneNoneNoneNoneNoneNoneNone,True,YODA, If a special session of Congress there is easier for us to enter the Jedi Temple it will be.,True,Revenge of the Sith
3060,,GUARD: Welcome back Senator. May I see your clearance?NoneNoneNoneNoneNoneNoneNoneNone,True,GUARD, Welcome back Senator. May I see your clearance?,True,Revenge of the Sith
3061,,BAIL ORGANA: Certainly.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,BAIL ORGANA, Certainly.,True,Revenge of the Sith
3062,,GUARD: Thank you you may proceed. We will take custody of the Jedi.NoneNoneNoneNoneNoneNoneNoneNone,True,GUARD, Thank you you may proceed. We will take custody of the Jedi.,True,Revenge of the Sith
3063,,OBI-WAN: It would be better if we stayed with the Senator.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,OBI-WAN, It would be better if we stayed with the Senator.,True,Revenge of the Sith
3064,,GUARD: It would be better if they stayed with you.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,GUARD, It would be better if they stayed with you.,True,Revenge of the Sith
3070,,ANAKIN: Artoo . . . stay with the ship.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,ANAKIN, Artoo . . . stay with the ship.,True,Revenge of the Sith
3076,,NUTE GUNRAY: Welcome Lord Vader. We've been expecting you.NoneNoneNoneNoneNoneNoneNoneNone,True,NUTE GUNRAY, Welcome Lord Vader. We've been expecting you.,True,Revenge of the Sith
3082,,OBI-WAN: There are several battalions of Clone Troopers on every level. Many are dressed as Jedi.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,OBI-WAN, There are several battalions of Clone Troopers on every level. Many are dressed as Jedi.,True,Revenge of the Sith
3083,,YODA: Dismantle the coded signal quickly. That group back there soon discovered will be.NoneNoneNoneNoneNoneNoneNoneNone,True,YODA, Dismantle the coded signal quickly. That group back there soon discovered will be.,True,Revenge of the Sith
3088,,PALPATINE: . . . and the Jedi Rebellion has been foiled.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,PALPATINE, . . . and the Jedi Rebellion has been foiled.,True,Revenge of the Sith
3089,,BAIL ORGANA: I was held up. What's happening?NoneNoneNoneNoneNoneNoneNoneNoneNone,True,BAIL ORGANA, I was held up. What's happening?,True,Revenge of the Sith
3090,,PADME: The Chancellor has been elaborating on a plot by the Jedi to overthrow the Senate.NoneNoneNoneNoneNoneNoneNoneNone,True,PADME, The Chancellor has been elaborating on a plot by the Jedi to overthrow the Senate.,True,Revenge of the Sith
3091,,BAIL ORGANA: That's not true!NoneNoneNoneNoneNoneNoneNoneNoneNone,True,BAIL ORGANA, That's not true!,True,Revenge of the Sith
3092,,PADME: He's been presenting evidence all afternoon.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,PADME, He's been presenting evidence all afternoon.,True,Revenge of the Sith
3093,,BAIL ORGANA: And the Senate will go along with it just like they always do.NoneNoneNoneNoneNoneNoneNoneNone,True,BAIL ORGANA, And the Senate will go along with it just like they always do.,True,Revenge of the Sith
3094,,PALPATINE: The remaining Jedi will be hunted down and defeated. (applause) Any collaborators will suffer the same fate.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,PALPATINE, The remaining Jedi will be hunted down and defeated.  Any collaborators will suffer the same fate.,True,Revenge of the Sith
3099,,OBI-WAN: Not even the younglings survived.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,OBI-WAN, Not even the younglings survived.,True,Revenge of the Sith
3100,,YODA: Killed not by clones this Padawan. By a lightsaber he was.NoneNoneNoneNoneNoneNoneNone,True,YODA, Killed not by clones this Padawan. By a lightsaber he was.,True,Revenge of the Sith
3101,,OBI-WAN: . . .Who?? Who could have done this?NoneNoneNoneNoneNoneNoneNoneNoneNone,True,OBI-WAN, . . .Who?? Who could have done this?,True,Revenge of the Sith
3107,,PALPATINE: The attempt on my life has left me scarred and deformed but I assure you my resolve has never been stronger.NoneNoneNoneNoneNoneNoneNoneNone,True,PALPATINE, The attempt on my life has left me scarred and deformed but I assure you my resolve has never been stronger.,True,Revenge of the Sith
3113,,PALPATINE: The war is over. (applause) The Separatists have been defeated (applause) and the Jedi rebellion has been foiled. We stand on the threshold of a new beginning.NoneNoneNoneNoneNoneNoneNoneNone,True,PALPATINE, The war is over.  and the Jedi rebellion has been foiled. We stand on the threshold of a new beginning.,True,Revenge of the Sith
3115,,PADME: Well this is the moment we discover if he intends to return the Republic to a democracy.NoneNoneNoneNoneNoneNoneNoneNone,True,PADME, Well this is the moment we discover if he intends to return the Republic to a democracy.,True,Revenge of the Sith
