Name,Opening,Rank,Studio,Total Gross,Years
Michael Moore In TrumpLand,"$50,200",361,Moore,"$149,090",2017
Touched with Fire,"$16,816",362,RAtt.,"$146,487",2017
Krisha,"$9,880",363,A24,"$144,822",2017
Psycho-Pass: The Movie,N/A,364,FUN,"$138,366",2017
The Kind Words,"$8,571",365,Strand,"$135,382",2017
Tumbledown,"$7,331",366,SM,"$135,026",2017
ISM,"$120,155",367,CineGalaxy,"$134,165",2017
Dawson City: Frozen Time,N/A,368,KL,"$132,369",2017
Requiem for the American Dream,N/A,369,TFC,"$130,152",2017
The Brand New Testament,"$10,422",370,MBox,"$127,910",2017
Chimes at Midnight (2016 re-release),"$20,480",371,Jan.,"$126,724",2017
Spirits' Homecoming,"$10,012",372,PM&E,"$125,616",2017
Sweet Bean,"$4,630",373,KL,"$124,800",2017
A War,"$9,095",374,Magn.,"$122,902",2017
Fire at Sea,"$11,350",375,KL,"$120,933",2017
Miss Sharon Jones,"$10,323",376,SM,"$120,880",2017
Hockney,"$13,683",377,FM,"$120,745",2017
Three,"$58,196",378,WGUSA,"$119,550",2017
Remember the Goal,"$70,136",379,5&2,"$119,100",2017
Tale of Tales,"$8,871",380,IFC,"$118,925",2017
Victor,"$38,594",381,CZ,"$117,755",2017
Caged No More,"$69,372",382,Free,"$114,959",2017
The Measure of a Man,"$10,011",383,KL,"$112,391",2017
Elevator to the Gallows (2016 re-issue),"$14,334",384,Rialto,"$111,267",2017
Zero Days,"$49,110",385,Magn.,"$109,649",2017
Aferim!,"$15,892",386,BWP,"$108,110",2017
Best Worst Thing That Ever Could Have Happened,"$23,490",387,Abr.,"$106,986",2017
Dekalog (2016 re-release),"$18,532",388,Jan.,"$106,494",2017
Until Forever (Por Siempre),"$26,687",389,CZ,"$105,358",2017
Under the Sun (2016),"$15,454",390,Icar.,"$105,036",2017
Dictator,"$30,593",391,Eros,"$104,734",2017
Demon,"$13,023",392,Orch.,"$104,038",2017
Puerto Ricans in Paris,"$26,674",393,FCW,"$102,890",2017
Cameraperson,"$12,760",394,Jan.,"$102,033",2017
Tower,N/A,395,KL,"$101,987",2017
Our Last Tango,"$6,550",396,Strand,"$100,086",2017
Rock On 2,"$81,023",397,Eros,"$98,868",2017
Seondal: The Man Who Sells the River,"$36,415",398,CJ,"$97,477",2017
So Young 2: Never Gone,"$52,134",399,CL,"$96,421",2017
The Fight Within,"$57,124",400,GVN,"$94,326",2017
Chuck,"$34,565",301,IFC,"$320,725",2017
Obit.,N/A,302,KL,"$315,049",2017
Citizen Jane,"$31,451",303,IFC,"$313,411",2017
City of Rock,"$115,524",304,WGUSA,"$312,537",2017
My Life as a Zucchini,"$31,853",305,GK,"$309,766",2017
ITTEFAQ,"$298,032",306,Yash,"$298,032",2017
God's Own Country,"$17,768",307,Orion,"$296,197",2017
Tom of Finland,"$13,524",308,KL,"$293,946",2017
Buddies in India,"$181,705",309,CL,"$293,194",2017
I Do... Until I Don't,"$170,775",310,TFA,"$280,668",2017
After the Storm,"$27,880",311,FM,"$272,132",2017
Stalker (2017 re-release),"$20,540",312,Jan.,"$269,881",2017
Wakefield,"$11,299",313,IFC,"$262,599",2017
"I, Daniel Blake","$18,682",314,IFC,"$260,354",2017
Cezanne et moi,"$15,744",315,Magn.,"$257,597",2017
Dean,"$60,366",316,CBS,"$254,536",2017
The Fortress,N/A,317,CJ,"$252,895",2017
Gook,"$27,044",318,Gold.,"$250,130",2017
Sarkar 3,"$164,364",319,Eros,"$249,588",2017
Band Aid,"$29,013",320,IFC,"$248,370",2017
Black Butler: Book of the Atlantic,N/A,321,FUN,"$248,286",2017
The Ottoman Lieutenant,"$149,830",322,Pala.,"$240,978",2017
Crown Heights,"$30,173",323,IFC,"$238,558",2017
American Satan,"$135,378",324,Sumerian,"$237,708",2017
The Swindlers,"$82,818",325,WGUSA,"$235,748",2017
Little Shop of Horrors: The Director's Cut,"$156,288",326,Fathom,"$233,865",2017
Jeremiah Tower,"$20,268",327,Orch.,"$228,153",2017
Rumble: The Indians Who Rocked The World,N/A,328,KL,"$226,006",2017
California Typewriter,"$5,031",329,Grav.,"$218,563",2017
Railroad Tigers,"$116,211",330,WGUSA,"$218,044",2017
All I See is You,"$144,076",331,ORF,"$217,644",2017
The Adventurers,"$68,614",332,WGUSA,"$216,556",2017
Truman,"$18,258",333,FR,"$210,840",2017
1945,"$20,365",334,Men.,"$209,477",2017
Donnie Darko (2017 Re-Release),"$57,259",335,Arrow,"$207,971",2017
The Prison,"$80,376",336,WGUSA,"$207,481",2017
The Breadwinner,"$17,395",337,GK,"$204,469",2017
Risk,"$76,327",338,Neon,"$200,219",2017
Spark: A Space Tail,"$116,873",339,ORF,"$196,458",2017
Whose Streets?,"$43,804",340,Magn.,"$182,799",2017
The Bad Batch,"$89,111",341,Neon,"$180,851",2017
Marjorie Prime,"$20,668",342,FR,"$180,608",2017
Past Life,"$14,960",343,Orion,"$180,099",2017
The Polar Express (2017 re-release),"$139,424",344,WB,"$179,107",2017
Take Every Wave: The Life of Liard Hamilton,"$12,636",345,IFC,"$176,076",2017
Graduation,"$10,305",346,IFC,"$175,975",2017
Champion,"$108,591",347,AAE,"$175,232",2017
Mr. Gaga: A True Story of Love and Dance,"$25,354",348,Abr.,"$173,994",2017
In This Corner of the World,"$24,205",349,FUN,"$172,147",2017
David Lynch: The Art Life,"$10,823",350,Jan.,"$171,419",2017
11-Sep,"$170,000",351,ADC,"$170,000",2017
Valley of Bones,"$107,393",352,SG,"$168,738",2017
Polina,"$12,588",353,Osci.,"$165,203",2017
13 Minutes,"$11,750",354,SPC,"$161,531",2017
Manifesto (2017),"$9,628",355,FR,"$161,101",2017
The Journey,"$32,895",356,IFC,"$155,475",2017
Endless Poetry,"$28,591",357,Abk.,"$153,440",2017
The Void,"$50,026",358,Scre.,"$151,042",2017
Ex Libris: The New York Public Library,"$10,926",359,Zipp.,"$150,602",2017
The Unknown Girl,"$13,477",360,IFC,"$150,549",2017
Blade of the Immortal,"$49,569",361,Magn.,"$150,532",2017
Restless Creature: Wendy Whelan,"$19,879",362,Abr.,"$147,780",2017
The Last Dalai Lama?,"$9,786",363,Mats.,"$145,524",2017
Irving Berlin's Holiday Inn The Broadway,N/A,364,Fathom,"$144,550",2017
Chavela,"$22,453",365,MBox,"$142,653",2017
"Hare Krishna! The Mantra, the Movement and the Swami Who Started it All","$22,310",366,Abr.,"$133,006",2017
Moka,"$10,094",367,FM,"$129,547",2017
Thelma,"$10,841",368,Orch.,"$129,236",2017
I Called Him Morgan,"$12,902",369,SD,"$128,986",2017
City of Ghosts,"$13,601",370,IFC,"$128,015",2017
Marie Curie: The Courage of Knowledge,"$18,600",371,Society,"$127,986",2017
The B-Side: Elsa Dorfman's Portrait Photography,"$12,035",372,Neon,"$125,227",2017
Buena Vista Social Club: Adios,"$64,469",373,BG,"$123,445",2017
Explosion,"$55,307",374,CL,"$122,700",2017
Our Time Will Come,"$50,619",375,CL,"$114,560",2017
"We Love You, Sally Carmichael!","$30,951",376,Purd.,"$113,435",2017
Abacus: Small Enough to Jail,"$12,528",377,PBS,"$113,278",2017
The King's Choice,"$7,850",378,Gold.,"$113,231",2017
Slack Bay,N/A,379,KL,"$112,621",2017
The Other Side of Hope,"$15,495",380,Jan.,"$111,429",2017
The Trouble with Terkel (2017),"$32,784",381,Indic.,"$110,289",2017
Reset (Ni Shi Ying Jiu),"$54,276",382,WGUSA,"$108,970",2017
BOMBSHELL: The Hedy Lamarr Story,N/A,383,Zeit.,"$108,807",2017
Like Crazy (2017),"$5,799",384,Strand,"$107,362",2017
Fabricated City,"$24,808",385,CJ,"$104,874",2017
Bolshoi Ballet: Hero of our Time,"$104,837",386,Fathom,"$104,837",2017
Walking Out,"$5,462",387,IFC,"$101,947",2017
The Lure,"$7,370",388,Jan.,"$101,657",2017
Score: A Film Music Documentary,"$8,088",389,Grav.,"$101,382",2017
Some Like It Hot (Qing Shung),"$42,230",390,CL,"$100,026",2017
Munna Michael,"$64,949",391,Eros,"$99,629",2017
"Tim Timmerman, Hope of America","$50,604",392,Purd.,"$97,727",2017
Poster Boys,"$51,264",393,Sony,"$97,049",2017
The Mayor,"$47,128",394,WGUSA,"$96,777",2017
Keep Watching,N/A,395,SGem,"$94,178",2017
The Fencer,"$5,572",396,CFI,"$93,191",2017
Aida's Secrets,"$5,665",397,MBox,"$92,715",2017
BPM (Beats Per Minute),"$8,566",398,Orch.,"$92,109",2017
The Thousand Faces Of Dunjia,"$57,837",399,WGUSA,"$91,652",2017
Memoir of a Murderer,"$27,665",400,WGUSA,"$91,335",2017
Gangster No. 1,"$5,514",401,IFC,"$30,915",2017
Sonny,"$17,639",402,GldC,"$30,005",2017
Teddy Bears' Picnic,N/A,403,Magn.,"$28,149",2017
"Massoud, the Afghan","$5,859",404,NYer,"$26,747",2017
All About Lily Chou-Chou,"$3,064",405,Cow.,"$26,485",2017
Safe Conduct,"$6,811",406,Emp.,"$25,440",2017
Liars Club,"$13,623",407,Odys,"$23,792",2017
All the Queen's Men,"$15,026",408,Strand,"$23,662",2017
Blackboards,"$3,416",409,Leis.,"$23,520",2017
Esther Kahn,"$5,124",410,Emp.,"$23,371",2017
Cuba Feliz,"$6,369",411,Emp.,"$22,071",2017
Master Flying Guillotine (re-issue),"$6,836",412,Path.,"$21,779",2017
Crazy as Hell,"$13,341",413,AL,"$21,679",2017
Hush!,"$5,322",414,Strand,"$21,278",2017
The Isle,"$4,546",415,Emp.,"$20,666",2017
Devils on the Doorstep,"$3,227",416,Cow.,"$18,944",2017
Love and a Bullet,"$9,994",417,SGem,"$18,926",2017
Quitting,"$7,908",418,SPC,"$18,531",2017
Hell House,"$6,950",419,7Art,"$18,279",2017
Scarlet Diva,"$4,547",420,MB,"$18,062",2017
Night at the Golden Eagle,"$7,380",421,Key.,"$17,643",2017
The Days of Nick Drake,"$4,684",422,Roxie,"$17,384",2017
Vulgar,"$9,377",423,Lions,"$15,927",2017
Bobby G. Can't Swim,"$4,433",424,Gabri.,"$15,900",2017
Last Dance (2002),"$3,477",425,FRun,"$15,515",2017
Pipe Dream,"$7,998",426,Castle,"$15,430",2017
The Next Big Thing,N/A,427,Castle,"$14,600",2017
The Settlers,"$2,812",428,FRun,"$14,556",2017
Lansdown,"$4,323",429,Outr.,"$12,614",2017
Shaye & Kiki,N/A,430,Indic.,"$12,000",2017
Yellow Asphalt,$489,431,NYer,"$11,907",2017
Smokers Only,"$3,102",432,Strand,"$11,871",2017
Janice Beard,"$4,248",433,Emp.,"$11,816",2017
Crop Circles: Quest for Truth,"$5,763",434,Open,"$11,562",2017
The Mesmerist,"$11,422",435,7Art,"$11,422",2017
Family Fundamentals,"$7,352",436,Focus,"$11,344",2017
Love in the Time of Money,"$6,040",437,Think,"$10,410",2017
Revolution #9,"$4,936",438,Exil.,"$10,133",2017
Take Care of My Cat,"$3,137",439,Kino,"$9,866",2017
Il Posto,"$2,581",440,Cow.,"$9,080",2017
ABC Africa,$559,441,NYer,"$9,075",2017
The Rising Place,"$7,565",442,Flat,"$8,360",2017
The Dogwalker (2002),"$4,726",443,Outr.,"$7,420",2017
Group,"$2,260",444,AL,"$7,281",2017
Buddha Heads,"$6,739",445,Path.,"$6,739",2017
All My Loved Ones,"$3,222",446,N.Arts,"$6,237",2017
The Phantom of Liberte (Re-issue),"$6,172",447,Rialto,"$6,172",2017
Ted Bundy,"$1,710",448,Tar.,"$6,073",2017
The First $20 Million...,"$2,535",449,Fox,"$5,491",2017
Perfect Pie,"$5,000",450,OFI,"$5,000",2017
Secret Society,$933,451,FRun,"$4,725",2017
"Sia, The Dream of the Python","$3,313",452,Artma,"$4,662",2017
My Kingdom,"$2,607",453,First,"$4,296",2017
Hera Purple,"$1,926",454,Path.,"$4,123",2017
Caravaggio (Re-issue),$532,455,Zeit.,"$3,774",2017
Revolution OS,"$3,500",456,7Art,"$3,500",2017
Looking Through Lillian,"$1,707",457,Path.,"$3,300",2017
A Cuban Legend,"$2,590",458,Wan.,"$3,212",2017
Tattoo Bar,"$1,812",459,Artma,"$2,964",2017
Ash Wednesday,"$2,942",460,Emp.,"$2,942",2017
Dead or Alive: Final,"$1,841",461,Kino,"$2,591",2017
Standing by Yourself,"$2,200",462,Cheap,"$2,500",2017
ZigZag,"$1,649",463,Silv.,"$2,418",2017
Virgil Bliss,$205,464,FRun,"$2,219",2017
The 4th Tenor,"$2,152",465,Wine,"$2,152",2017
Stripped,"$2,151",466,Dyl.,"$2,151",2017
Stealing the Fire,"$1,053",467,Frie.,"$2,139",2017
Some Body,"$2,042",468,Lot47,"$2,042",2017
Choice of Weapons,"$2,032",469,Outr.,"$2,032",2017
Mr. Smith Gets a Hustler,"$1,583",470,Outr.,"$1,915",2017
By Hook or by Crook,"$1,802",471,AL,"$1,802",2017
The Opera Lover,"$1,167",472,Outr.,"$1,798",2017
Mama Africa,"$1,581",473,Wells,"$1,581",2017
Blackwoods,"$1,500",474,Boll,"$1,500",2017
Heartbreak Hospital,"$1,480",475,7Art,"$1,480",2017
Execution of Wanda Jean,"$1,386",476,7Art,"$1,386",2017
Besotted,$656,477,AL,"$1,379",2017
The Jimmy Show,$703,478,First,"$1,000",2017
Lonely Affair of the Heart,$932,479,Path.,$932,2017
R Xmas,$850,480,Path.,$850,2017
"$9,206,357,935",-,Totals:,-,-,2017
"$19,179,912",-,Averages:,-,-,2017
Girlhood,"$4,845",401,Wells,"$37,977",2017
Bollywood/Hollywood (USA),"$5,470",402,Magn.,"$37,962",2017
Millennium Actress,"$18,732",403,GF,"$37,641",2017
This Thing of Ours,"$8,007",404,SmlP,"$37,227",2017
Out of Control,"$36,486",405,Raj.,"$36,486",2017
From Here to Eternity (50th Anniversary),"$18,176",406,SRep,"$36,416",2017
The Event,"$19,206",407,Think,"$35,554",2017
A Decade Under the Influence,"$2,320",408,IFC,"$34,837",2017
Martin and Orloff,"$6,988",409,Spit,"$34,222",2017
Bolivia,"$9,899",410,CTr,"$33,098",2017
Fanfan la Tulipe,"$32,686",411,Chri.,"$32,686",2017
Garage Days,"$20,600",412,FoxS,"$32,500",2017
Porn Theatre,"$3,367",413,Strand,"$31,653",2017
In My Skin,"$7,572",414,Wells,"$31,046",2017
Sans Soleil (Re-issue),"$6,460",415,NYer,"$30,878",2017
Under the Skin of the City,"$7,412",416,Magn.,"$30,666",2017
The Sea is Watching,"$10,500",417,SRep,"$30,577",2017
Gang of Roses,"$26,282",418,DEJ,"$30,497",2017
Hotel,"$12,840",419,Inn.,"$29,813",2017
Teknolust,"$9,475",420,Think,"$28,811",2017
P.S. Your Cat is Dead,"$9,424",421,TLA,"$28,454",2017
Snowboarder,"$27,732",422,Chri.,"$27,732",2017
Beyond Vanilla,"$5,761",423,Strand,"$27,396",2017
Everybody Says I'm Fine!,"$3,860",424,Pan.,"$27,225",2017
Nine Dead Gay Guys,"$3,462",425,TLA,"$26,377",2017
18 ans apres,"$25,611",426,TVA,"$25,611",2017
Luster,"$7,589",427,TLA,"$24,137",2017
American Storytellers,"$2,974",428,Indic.,"$24,082",2017
Fulltime Killer,"$3,676",429,Palm,"$23,124",2017
Japon,"$3,562",430,Vita.,"$21,900",2017
Almost Salinas,"$7,593",431,Strt,"$21,419",2017
The Guys,"$16,068",432,Focus,"$21,366",2017
"Muhammad Ali, The Greatest","$5,093",433,Fct.,"$20,073",2017
The Journey,"$3,900",434,JF,"$19,800",2017
Garmento,"$3,611",435,Spn,"$19,402",2017
Venus Boyz,"$5,045",436,FRun,"$18,515",2017
Hidden in Plain Sight,"$5,298",437,7Art,"$16,803",2017
Balseros,"$5,111",438,7Art,"$16,783",2017
Medea,"$2,379",439,Fct.,"$16,714",2017
Onmyoji,"$6,258",440,Pio.,"$16,234",2017
Wattstax: The Special Edition,"$16,000",441,SRep,"$16,000",2017
7th Street,"$6,354",442,PAc.,"$15,629",2017
Seaside,"$4,736",443,FRun,"$15,290",2017
Khachaturian,"$2,210",444,7Art,"$15,084",2017
Millennium Mambo,"$4,619",445,Palm,"$14,904",2017
The Anarchist Cookbook,"$6,251",446,Inn.,"$14,369",2017
The Slaughter Rule,"$1,461",447,Cow.,"$13,411",2017
Dog Days,"$6,267",448,Leis.,"$13,031",2017
Unknown Pleasures,"$3,628",449,NYer,"$12,184",2017
The Legend of Leigh Bowery,"$6,038",450,Palm,"$11,989",2017
Manfast,"$4,042",451,HGS,"$11,480",2017
Love Forbidden,"$4,075",452,Strand,"$11,421",2017
Camera Obscura,"$6,066",453,Fish,"$11,384",2017
Cinemania,"$3,948",454,Loop,"$11,305",2017
Gasoline,"$2,885",455,Strand,"$11,023",2017
Manito,"$11,000",456,FM,"$11,000",2017
Rana's Wedding,"$3,099",457,Arab,"$10,604",2017
Nola,"$6,010",458,IDP,"$10,550",2017
Kedma,"$1,722",459,Kino,"$10,067",2017
El Bonaerense,"$5,550",460,Men.,"$9,470",2017
"L'Chayim, Comrade Stalin!","$3,480",461,CGld,"$9,397",2017
Acts of Worship,"$6,626",462,Mnf.,"$9,377",2017
Senorita Extraviada,"$3,775",463,Bal.,"$8,858",2017
Pinocchio (Italian version),"$6,092",464,Mira.,"$8,586",2017
Zero Day,"$3,148",465,Avat.,"$8,466",2017
Suspended Animation,"$3,285",466,FRun,"$8,169",2017
In the Mirror of Maya Deren,"$3,225",467,Zeit.,"$8,077",2017
No Turning Back,"$5,521",468,Inn.,"$8,042",2017
The Scoundrel's Wife,"$5,385",469,MFD,"$8,018",2017
Scorched,"$8,000",470,Nev,"$8,000",2017
Controlled Chaos,"$2,152",471,Rel.,"$7,549",2017
Waiting for Happiness,"$1,982",472,NYer,"$7,406",2017
Pursuit of Happiness,"$1,074",473,TMG,"$6,850",2017
Blue Gate Crossing,"$2,547",474,Strand,"$6,242",2017
The Calling,"$4,754",475,Test.,"$6,092",2017
Gaudi Afternoon,"$3,838",476,Cn4,"$5,858",2017
La Commune (Paris 1871),"$2,930",477,FRun,"$5,340",2017
Home Room,"$3,467",478,Inn.,"$5,216",2017
Irish Eyes,"$5,161",479,RS,"$5,161",2017
Kira's Reason: A Love Story,"$1,501",480,FRun,"$4,847",2017
High Times' Potluck,"$3,168",481,David,"$4,827",2017
Hideo Nakata's Chaos,"$2,428",482,Tid.,"$4,608",2017
Jersey Guy,"$2,324",483,Castle,"$4,268",2017
Melvin Goes to Dinner,"$1,919",484,Arv.,"$4,168",2017
Ordinary Sinner,"$3,072",485,Jour,"$4,083",2017
Sandstorm,"$3,779",486,RS,"$3,779",2017
Forget Baghdad,"$2,207",487,Arab,"$3,741",2017
Doctor Benny,"$3,657",488,Outr.,"$3,657",2017
Warrior of Light,"$2,712",489,NYer,"$3,617",2017
Journeys with George,"$2,264",490,Cn4,"$3,588",2017
Sister Helen,"$2,163",491,Cn4,"$3,541",2017
Short Eyes (Re-issue),"$2,204",492,Castle,"$3,456",2017
The Work and the Story,"$2,192",493,Off-H,"$3,233",2017
The Backyard,"$1,500",494,Hiqi,"$3,200",2017
The Navigators,"$1,940",495,First,"$3,052",2017
Dischord,"$2,199",496,AL,"$2,199",2017
Hell's Highway,"$1,225",497,Kino,"$2,171",2017
Enemies of Laughter,"$2,000",498,Outr.,"$2,000",2017
Blindness (2003),"$1,432",499,Path.,"$1,602",2017
Wash Dry and Spin Out,$966,500,Run.,"$1,570",2017
Grand Champion,"$14,035",401,Inn.,"$54,579",2017
Twentynine Palms,"$12,870",402,Wells,"$54,523",2017
L.A. Twister,"$6,722",403,Indic.,"$54,444",2017
RRRrrrr!!!,"$54,361",404,Chri.,"$54,361",2017
Hiding and Seeking,"$6,423",405,FRun,"$51,936",2017
Alila,"$3,063",406,Kino,"$50,961",2017
After Midnight,"$7,634",407,Avat.,"$50,469",2017
You'll Get Over It,"$5,384",408,Pict.,"$50,256",2017
A Thousand Clouds of Peace,"$5,793",409,Strand,"$48,782",2017
An Amazing Couple: Trilogy 2,"$8,572",410,Magn.,"$47,806",2017
Twist,"$3,887",411,Strand,"$47,370",2017
Straight-Jacket,"$5,377",412,Reg.,"$45,497",2017
Lana's Rain,"$15,987",413,ISA,"$44,287",2017
Springtime in a Small Town,"$7,506",414,Palm,"$43,017",2017
Adored: Diary of a Male Porn Star,"$5,005",415,Wlfe.,"$41,703",2017
Close Your Eyes,"$21,980",416,First,"$41,392",2017
Tom Dowd and the Language of Music,"$16,522",417,Palm,"$40,919",2017
Tying the Knot,"$24,517",418,IDP,"$40,576",2017
Sex is Comedy,"$3,370",419,IFC,"$40,470",2017
La Vie Promise,"$6,761",420,Emp.,"$40,029",2017
Justice,"$6,776",421,Juj.,"$39,895",2017
Father and Son,"$4,541",422,Wells,"$39,291",2017
Incident at Loch Ness,"$13,313",423,Abr.,"$37,493",2017
After Freedom,"$11,456",424,Vita.,"$35,639",2017
"Goodbye, Dragon Inn","$5,322",425,Wells,"$35,120",2017
Showboy,"$6,597",426,Reg.,"$34,646",2017
La Petite Lili,"$5,558",427,FRun,"$34,634",2017
Anatomy of Hell,"$4,255",428,Tar.,"$34,506",2017
Cowboys and Angels,"$6,328",429,TLA,"$33,941",2017
Blind Shaft,"$5,550",430,Kino,"$33,272",2017
L'Age d'Or (Re-issue),"$7,940",431,Kino,"$32,712",2017
Last Life in the Universe,"$5,833",432,Palm,"$32,014",2017
Stander,"$19,067",433,NM,"$31,651",2017
Fabled,"$9,642",434,Indic.,"$31,425",2017
The Raspberry Reich,"$5,183",435,Strand,"$31,211",2017
Chooch,"$10,616",436,AL,"$31,015",2017
The Take,"$8,625",437,Icar.,"$30,380",2017
Weapons of Mass Deception,"$4,216",438,CLS,"$30,210",2017
A Fond Kiss,"$11,250",439,Castle,"$30,148",2017
Gypsy '83,"$5,054",440,SmlP,"$29,367",2017
Empathy,"$11,975",441,Icar.,"$29,345",2017
A Foreign Affair,"$12,820",442,Inn.,"$28,909",2017
Hearts and Minds (Re-issue),"$8,556",443,Rialto,"$28,754",2017
Superstar in a Housedress,"$4,760",444,Abr.,"$28,032",2017
The Umbrellas of Cherbourg (Re-issue),"$14,760",445,Zeit.,"$28,030",2017
After the Life: Trilogy 3,"$5,198",446,Magn.,"$27,256",2017
A Fish Without a Bicycle,"$2,650",447,Ech.,"$26,799",2017
Cowards Bend the Knee,"$7,030",448,Zeit.,"$25,860",2017
Maestro,"$6,388",449,Artr.,"$25,315",2017
Shade,"$10,696",450,RKO,"$25,032",2017
Eat This New York,"$5,847",451,Org.,"$24,640",2017
Bang Rajan,"$4,354",452,Magn.,"$24,629",2017
Incantato,"$5,701",453,N.Arts,"$23,039",2017
Frankie and Johnny Are Married,"$3,730",454,IFC,"$22,900",2017
Son Frere,"$6,802",455,Strand,"$22,834",2017
S21: The Khmer Rouge Killing Machine,"$7,302",456,FRun,"$22,606",2017
Easy,"$14,811",457,Magic,"$21,589",2017
The Burial Society,N/A,458,Reg.,"$21,285",2017
Orwell Rolls in His Grave,"$6,059",459,SHB,"$20,389",2017
A Talking Picture,"$5,325",460,Kino,"$20,237",2017
Merci Docteur Rey,"$5,184",461,Reg.,"$19,867",2017
Asambhav,"$19,504",462,Eros,"$19,504",2017
The Manson Family,"$11,647",463,Zion,"$19,140",2017
Purple Butterfly,"$6,970",464,Palm,"$17,790",2017
Transfixed,"$4,268",465,Pict.,"$17,361",2017
Faster (2004),"$13,995",466,Slam,"$16,265",2017
Perfect Opposites,"$11,329",467,MAC,"$16,201",2017
It's Easier for a Camel,"$5,281",468,NYer,"$16,150",2017
People Say I'm Crazy,"$4,820",469,Palo,"$15,679",2017
A Letter to True,"$4,395",470,Zeit.,"$15,635",2017
Off the Lip,"$10,608",471,Hann.,"$15,217",2017
Reeseville,"$7,555",472,Inn.,"$14,824",2017
Who Killed Bambi?,"$1,998",473,Strand,"$14,532",2017
The 24th Day,"$2,001",474,Scre.,"$14,460",2017
A Silent Love,"$2,594",475,Atop.,"$14,389",2017
Crutch,"$6,245",476,Illm.,"$14,189",2017
"Yes Nurse, No Nurse","$5,324",477,Reg.,"$13,325",2017
La Mentale: The Code,N/A,478,IDP,"$13,152",2017
Raja,"$6,000",479,FM,"$13,000",2017
Freestyle: The Art of Rhyme,"$4,842",480,Palm,"$12,600",2017
