,Age,Athlete,Country,Medal,NOC,Rank,Time,Year,Type,Gender,test
2656,20.0,Helga MarÃ­a Sista,Argentina,,ARG,38.0,2:11.75,1968,Giant Slalom,Women,False
2655,18.0,Irene Viaene,Argentina,,ARG,37.0,2:11.68,1968,Giant Slalom,Women,False
2209,23.0,Tsuneo Noto,Japan,,JPN,2 h15 r2/3,,1968,Slalom,Male,False
2653,19.0,Ingrid Sundberg,Sweden,,SWE,35.0,2:08.54,1968,Giant Slalom,Women,False
466,21.0,Antonio CampaÃ±a,Spain,,ESP,52,2:11.11,1968,DownHill,Male,False
2619,24.0,Nancy Greene,Canada,Gold,CAN,1.0,1:51.97,1968,Giant Slalom,Women,False
3765,21.0,Renato Valentini,Italy,,ITA,,,1968,Giant Slalom,Male,False
3764,21.0,Werner Bleiner,Austria,,AUT,,,1968,Giant Slalom,Male,False
3729,28.0,Jeremy Bujakowski,India,,IND,65.0,4:01.93,1968,Giant Slalom,Male,False
3727,19.0,Gustavo Ezquerra,Argentina,,ARG,63.0,4:00.11,1968,Giant Slalom,Male,False
2659,15.0,Verena Vogt,Chile,,CHI,41.0,2:13.18,1968,Giant Slalom,Women,False
3726,17.0,Julian Vasey,Great Britain,,GBR,62.0,3:59.73,1968,Giant Slalom,Male,False
3725,25.0,Roberto Thostrup,Argentina,,ARG,61.0,3:57.62,1968,Giant Slalom,Male,False
3724,20.0,Ian Todd,Great Britain,,GBR,60.0,3:57.47,1968,Giant Slalom,Male,False
3723,22.0,Jorge RodrÃ­guez,Spain,,ESP,59.0,3:57.24,1968,Giant Slalom,Male,False
3722,19.0,JoÅ¾e Gazvoda,Yugoslavia,,YUG,58.0,3:57.15,1968,Giant Slalom,Male,False
3721,22.0,Hans-Walter SchÃ¤dler,Liechtenstein,,LIE,57.0,3:56.96,1968,Giant Slalom,Male,False
3720,18.0,Albert Frick,Liechtenstein,,LIE,56.0,3:55.90,1968,Giant Slalom,Male,False
3719,21.0,Dorin Munteanu,Romania,,ROU,55.0,3:54.96,1968,Giant Slalom,Male,False
3718,19.0,Luke O'Reilly,Great Britain,,GBR,54.0,3:54.02,1968,Giant Slalom,Male,False
2620,23.0,Annie Famose,France,Silver,FRA,2.0,1:54.61,1968,Giant Slalom,Women,False
2658,22.0,Nina Merkulova,Soviet Union,,URS,40.0,2:12.71,1968,Giant Slalom,Women,False
3717,21.0,Andrey Belokrinkin,Soviet Union,,URS,52.0,3:52.83,1968,Giant Slalom,Male,False
2660,22.0,Anne Reid,New Zealand,,NZL,42.0,2:13.30,1968,Giant Slalom,Women,False
473,25.0,Hitonari Maruyama,Japan,,JPN,59,2:18.04,1968,DownHill,Male,False
2650,16.0,Clotilde Fasolis,Italy,,ITA,32.0,2:05.20,1968,Giant Slalom,Women,False
2661,22.0,Madeleine Wuilloud,Switzerland,,SUI,,,1968,Giant Slalom,Women,False
2652,24.0,Alfina Sukhanova,Soviet Union,,URS,34.0,2:06.48,1968,Giant Slalom,Women,False
2148,23.0,Spider Sabich,United States,,USA,5,,1968,Slalom,Male,False
2147,27.0,Dumeng Giovanoli,Switzerland,,SUI,4,,1968,Slalom,Male,False
2146,19.0,Alfred Matt,Austria,Bronze,AUT,3,,1968,Slalom,Male,False
2145,23.0,Herbert Huber,Austria,Silver,AUT,2,,1968,Slalom,Male,False
2144,24.0,Jean-Claude Killy,France,Gold,FRA,1,,1968,Slalom,Male,False
475,25.0,Thomas Huppert,New Zealand,,NZL,61,2:18.29,1968,DownHill,Male,False
474,17.0,FÃ©lipe Briones,Chile,,CHI,60,2:18.07,1968,DownHill,Male,False
3730,17.0,FÃ©lipe Briones,Chile,,CHI,66.0,4:03.80,1968,Giant Slalom,Male,False
472,18.0,Richard Leatherbee,Chile,,CHI,58,2:17.86,1968,DownHill,Male,False
470,22.0,David Borradaile,Great Britain,,GBR,56,2:17.31,1968,DownHill,Male,False
469,19.0,Gustavo Ezquerra,Argentina,,ARG,55,2:17.11,1968,DownHill,Male,False
468,25.0,Yoshiharu Fukuhara,Japan,,JPN,54,2:14.09,1968,DownHill,Male,False
2651,16.0,Marta BÃ¼hler,Liechtenstein,,LIE,33.0,2:06.20,1968,Giant Slalom,Women,False
467,28.0,Jeremy Bujakowski,India,,IND,53,2:11.82,1968,DownHill,Male,False
2665,21.0,Irina Turundayevskaya,Soviet Union,,URS,,,1968,Giant Slalom,Women,False
2664,14.0,Betsy Clifford,Canada,,CAN,,,1968,Giant Slalom,Women,False
2662,20.0,Ana Sabine Naumann,Argentina,,ARG,,,1968,Giant Slalom,Women,False
2663,23.0,Anna MohrovÃ¡,Czechoslovakia,,TCH,,,1968,Giant Slalom,Women,False
471,25.0,Roberto Thostrup,Argentina,,ARG,57,2:17.35,1968,DownHill,Male,False
385,21.0,Andrej Klinar,Yugoslavia,,YUG,55,2:39.79,1964,DownHill,Male,False
382,14.0,August Wolfinger,Liechtenstein,,LIE,52,2:37.25,1964,DownHill,Male,False
383,19.0,Josef Gassner,Liechtenstein,,LIE,53,2:37.38,1964,DownHill,Male,False
384,18.0,Valery Shein,Soviet Union,,URS,54,2:38.13,1964,DownHill,Male,False
389,27.0,"Karim, Prince Aga Khan",Iran,,IRI,59,2:42.59,1964,DownHill,Male,False
386,23.0,Charles Palmer-Tomkinson,Great Britain,,GBR,56,2:39.97,1964,DownHill,Male,False
387,23.0,Yoshihiro Ohira,Japan,,JPN,57,2:40.82,1964,DownHill,Male,False
388,23.0,HernÃ¡n Boher,Chile,,CHI,58,2:41.67,1964,DownHill,Male,False
380,18.0,"Charles, Count de Westenholz",Great Britain,,GBR,50,2:36.12,1964,DownHill,Male,False
381,21.0,Fric DetiÄek,Yugoslavia,,YUG,51,2:36.54,1964,DownHill,Male,False
376,19.0,Tsuneo Noto,Japan,,JPN,46,2:34.76,1964,DownHill,Male,False
379,19.0,Andrzej DereziÅski,Poland,,POL,49,2:35.89,1964,DownHill,Male,False
378,18.0,Hans-Walter SchÃ¤dler,Liechtenstein,,LIE,48,2:35.84,1964,DownHill,Male,False
377,24.0,Tally Monastyryov,Soviet Union,,URS,47,2:35.27,1964,DownHill,Male,False
373,22.0,Javier Masana,Spain,,ESP,43,2:33.52,1964,DownHill,Male,False
375,21.0,Yoshiharu Fukuhara,Japan,,JPN,45,2:34.55,1964,DownHill,Male,False
374,21.0,John Rigby,Great Britain,,GBR,44,2:34.32,1964,DownHill,Male,False
372,20.0,Jean-Claude Killy,France,,FRA,42,2:32.96,1964,DownHill,Male,False
391,21.0,Simon Brown,Australia,,AUS,61,2:44.07,1964,DownHill,Male,False
2075,19.0,Olle RolÃ©n,Sweden,,SWE,28,,1964,Slalom,Male,False
2073,19.0,Rune LindstrÃ¶m,Sweden,,SWE,26,,1964,Slalom,Male,False
2051,28.0,Michel Arpin,France,,FRA,4,,1964,Slalom,Male,False
370,22.0,BronisÅaw Trzebunia,Poland,,POL,40,2:32.29,1964,DownHill,Male,False
390,20.0,Petar Angelov,Bulgaria,,BUL,60,2:43.32,1964,DownHill,Male,False
2078,23.0,Hajime Tomii,Japan,,JPN,31,,1964,Slalom,Male,False
371,23.0,Juan Garriga,Spain,,ESP,41,2:32.85,1964,DownHill,Male,False
2089,26.0,Anton Å oltÃ½s,Czechoslovakia,,TCH,r2/2,,1964,Slalom,Male,False
3630,27.0,Peter Brockhoff,Australia,,AUS,62.0,2:18.68,1964,Giant Slalom,Male,False
3632,,Ovaness Meguerdonian,Iran,,IRI,64.0,2:19.28,1964,Giant Slalom,Male,False
369,22.0,Radim KolouÅ¡ek,Czechoslovakia,,TCH,39,2:31.34,1964,DownHill,Male,False
3625,29.0,Osvaldo Ancinas,Argentina,,ARG,57.0,2:15.06,1964,Giant Slalom,Male,False
2122,26.0,Zeki ÅamiloÄlu,Turkey,,TUR,50 r1/2,,1964,Slalom,Male,False
2133,34.0,Osman YÃ¼ce,Turkey,,TUR,r1/2,,1964,Slalom,Male,False
2093,22.0,Bengt-Erik Grahn,Sweden,,SWE,r2/2,,1964,Slalom,Male,False
2092,26.0,FranÃ§ois Bonlieu,France,,FRA,r2/2,,1964,Slalom,Male,False
2091,24.0,Chuck Ferries,United States,,USA,r2/2,,1964,Slalom,Male,False
2090,20.0,Jean-Claude Killy,France,,FRA,r2/2,,1964,Slalom,Male,False
2088,22.0,Jos Minsch,Switzerland,,SUI,r2/2,,1964,Slalom,Male,False
2076,19.0,Jon Terje Ãverland,Norway,,NOR,29,,1964,Slalom,Male,False
2087,19.0,Lars Olsson,Sweden,,SWE,r2/2,,1964,Slalom,Male,False
2086,22.0,Ãrni SigurÃ°sson,Iceland,,ISL,39,,1964,Slalom,Male,False
2085,23.0,Yoshihiro Ohira,Japan,,JPN,38,,1964,Slalom,Male,False
2083,18.0,Hans-Walter SchÃ¤dler,Liechtenstein,,LIE,36,,1964,Slalom,Male,False
2082,21.0,Arild Holm,Norway,,NOR,35,,1964,Slalom,Male,False
2081,20.0,Yoshinari Kida,Japan,,JPN,34,,1964,Slalom,Male,False
2080,19.0,Andrzej DereziÅski,Poland,,POL,33,,1964,Slalom,Male,False
2079,26.0,Peter Lakota,Yugoslavia,,YUG,32,,1964,Slalom,Male,False
2077,20.0,Jerzy Woyna Orlewicz,Poland,,POL,30,,1964,Slalom,Male,False
2094,22.0,Ulf Ekstam,Finland,,FIN,r2/2,,1964,Slalom,Male,False
2084,22.0,Javier Masana,Spain,,ESP,37,,1964,Slalom,Male,False
2067,24.0,Martino Fill,Italy,,ITA,20,,1964,Slalom,Male,False
368,21.0,Arild Holm,Norway,,NOR,38,2:31.32,1964,DownHill,Male,False
2110,20.0,Juan Holz,Chile,,CHI,38 r1/2,,1964,Slalom,Male,False
2061,20.0,Willy Favre,Switzerland,,SUI,14,,1964,Slalom,Male,False
2060,26.0,Ernst Scherzer,Germany,,GER,13,,1964,Slalom,Male,False
2059,23.0,Guy PÃ©rillat,France,,FRA,12,,1964,Slalom,Male,False
2058,28.0,Italo Pedroncelli,Italy,,ITA,11,,1964,Slalom,Male,False
2057,21.0,Stefan KÃ¤lin,Switzerland,,SUI,10,,1964,Slalom,Male,False
2056,23.0,Wolfgang Bartels,Germany,,GER,9,,1964,Slalom,Male,False
2054,23.0,Gerhard Nenning,Austria,,AUT,7,,1964,Slalom,Male,False
1228,18.0,Marielle Goitschel,France,Silver,FRA,2.0,1:30.77,1964,Slalom,Women,False
392,20.0,Oto PustoslemÅ¡ek,Yugoslavia,,YUG,62,2:44.77,1964,DownHill,Male,False
394,22.0,Pedro Klempa,Argentina,,ARG,64,2:47.07,1964,DownHill,Male,False
2109,24.0,Fayzollah Band Ali,Iran,,IRI,37 r1/2,,1964,Slalom,Male,False
2063,19.0,Per Martin Sunde,Norway,,NOR,16,,1964,Slalom,Male,False
412,18.0,Jorge RodrÃ­guez,Spain,,ESP,,,1964,DownHill,Male,False
411,19.0,Lars Olsson,Sweden,,SWE,,,1964,DownHill,Male,False
410,24.0,Jeremy Bujakowski,India,,IND,,,1964,DownHill,Male,False
409,19.0,Rune LindstrÃ¶m,Sweden,,SWE,,,1964,DownHill,Male,False
408,21.0,Claudio Wernli,Chile,,CHI,,,1964,DownHill,Male,False
407,20.0,Juan Holz,Chile,,CHI,77,4:51.18,1964,DownHill,Male,False
406,21.0,Jorge Abelardo Eiras,Argentina,,ARG,76,4:34.51,1964,DownHill,Male,False
405,,Michel Rahme,Lebanon,,LIB,75,3:55.15,1964,DownHill,Male,False
3628,25.0,Lotfollah Kia Shemshaki,Iran,,IRI,60.0,2:17.11,1964,Giant Slalom,Male,False
404,,Jean Keyrouz,Lebanon,,LIB,74,3:40.44,1964,DownHill,Male,False
2062,24.0,Ivo Mahlknecht,Italy,,ITA,15,,1964,Slalom,Male,False
2064,29.0,Paride Milianti,Italy,,ITA,17,,1964,Slalom,Male,False
367,19.0,Olle RolÃ©n,Sweden,,SWE,37,2:31.14,1964,DownHill,Male,False
2049,20.0,Billy Kidd,United States,Silver,USA,2,,1964,Slalom,Male,False
366,20.0,Vasily Melnikov,Soviet Union,,URS,36,2:30.83,1964,DownHill,Male,False
365,20.0,Luis Viu,Spain,,ESP,35,2:30.35,1964,DownHill,Male,False
364,19.0,Peter Duncan,Canada,,CAN,34,2:30.06,1964,DownHill,Male,False
363,23.0,Hajime Tomii,Japan,,JPN,33,2:30.02,1964,DownHill,Male,False
362,19.0,Jon Terje Ãverland,Norway,,NOR,32,2:29.74,1964,DownHill,Male,False
361,22.0,Bengt-Erik Grahn,Sweden,,SWE,31,2:29.29,1964,DownHill,Male,False
360,21.0,Rod Hebron,Canada,,CAN,30,2:27.90,1964,DownHill,Male,False
359,26.0,Peter Lakota,Yugoslavia,,YUG,29,2:27.82,1964,DownHill,Male,False
358,24.0,Gary Battistella,Canada,,CAN,28,2:27.74,1964,DownHill,Male,False
2050,20.0,Jimmy Heuga,United States,Bronze,USA,3,,1964,Slalom,Male,False
2048,26.0,Pepi Stiegler,Austria,Gold,AUT,1,,1964,Slalom,Male,False
2065,25.0,Eberhard Riedel,Germany,,GER,18,,1964,Slalom,Male,False
2052,23.0,Luggi Leitner,Germany,,GER,5,,1964,Slalom,Male,False
2074,22.0,BronisÅaw Trzebunia,Poland,,POL,27,,1964,Slalom,Male,False
2053,25.0,Adolf Mathis,Switzerland,,SUI,6,,1964,Slalom,Male,False
2055,27.0,Buddy Werner,United States,,USA,8,,1964,Slalom,Male,False
2072,20.0,Vasily Melnikov,Soviet Union,,URS,25,,1964,Slalom,Male,False
2071,25.0,Karl Schranz,Austria,,AUT,24,,1964,Slalom,Male,False
2070,21.0,Yoshiharu Fukuhara,Japan,,JPN,23,,1964,Slalom,Male,False
2069,23.0,Raimo Manninen,Finland,,FIN,22,,1964,Slalom,Male,False
2068,28.0,Hias Leitner,Austria,,AUT,21,,1964,Slalom,Male,False
2066,19.0,Peter Duncan,Canada,,CAN,19,,1964,Slalom,Male,False
3629,24.0,Kristinn Benediktsson,Iceland,,ISL,61.0,2:17.86,1964,Giant Slalom,Male,False
3594,19.0,Peter Duncan,Canada,,CAN,26.0,1:58.44,1964,Giant Slalom,Male,False
3627,20.0,"Piers, Baron de Westenholz",Great Britain,,GBR,59.0,2:17.10,1964,Giant Slalom,Male,False
3599,29.0,Viktor Talyanov,Soviet Union,,URS,31.0,2:00.38,1964,Giant Slalom,Male,False
2138,23.0,Francisco Cortes,Chile,,CHI,r1/2,,1964,Slalom,Male,False
2137,22.0,Kim Dong-Baek,South Korea,,KOR,r1/2,,1964,Slalom,Male,False
2136,21.0,Andrej Klinar,Yugoslavia,,YUG,r1/2,,1964,Slalom,Male,False
2135,24.0,Dimitrios Pappos,Greece,,GRE,r1/2,,1964,Slalom,Male,False
2134,,Sami Beyroun,Lebanon,,LIB,r1/2,,1964,Slalom,Male,False
3571,26.0,Pepi Stiegler,Austria,Bronze,AUT,3.0,1:48.05,1964,Giant Slalom,Male,False
3652,20.0,Vasily Melnikov,Soviet Union,,URS,,,1964,Giant Slalom,Male,False
3651,21.0,Rod Hebron,Canada,,CAN,,,1964,Giant Slalom,Male,False
3650,24.0,Egon Zimmermann,Austria,,AUT,,,1964,Giant Slalom,Male,False
3598,19.0,Olle RolÃ©n,Sweden,,SWE,30.0,2:00.01,1964,Giant Slalom,Male,False
3600,20.0,Luis Viu,Spain,,ESP,32.0,2:00.83,1964,Giant Slalom,Male,False
2140,20.0,Petar Angelov,Bulgaria,,BUL,r1/2,,1964,Slalom,Male,False
3601,26.0,Peter Lakota,Yugoslavia,,YUG,33.0,2:00.98,1964,Giant Slalom,Male,False
3602,18.0,Valery Shein,Soviet Union,,URS,34.0,2:01.18,1964,Giant Slalom,Male,False
3603,19.0,Tsuneo Noto,Japan,,JPN,35.0,2:01.26,1964,Giant Slalom,Male,False
3597,22.0,BronisÅaw Trzebunia,Poland,,POL,29.0,1:59.82,1964,Giant Slalom,Male,False
3604,22.0,Ulf Ekstam,Finland,,FIN,36.0,2:01.78,1964,Giant Slalom,Male,False
3606,23.0,Juan Garriga,Spain,,ESP,38.0,2:03.85,1964,Giant Slalom,Male,False
3607,20.0,Yoshinari Kida,Japan,,JPN,39.0,2:04.22,1964,Giant Slalom,Male,False
3608,18.0,Hans-Walter SchÃ¤dler,Liechtenstein,,LIE,40.0,2:05.08,1964,Giant Slalom,Male,False
3609,20.0,Jerzy Woyna Orlewicz,Poland,,POL,41.0,2:06.44,1964,Giant Slalom,Male,False
3610,21.0,John Rigby,Great Britain,,GBR,42.0,2:07.92,1964,Giant Slalom,Male,False
2139,22.0,Pedro Klempa,Argentina,,ARG,r1/2,,1964,Slalom,Male,False
2141,20.0,Robert Swan,Canada,,CAN,r1/2,,1964,Slalom,Male,False
3626,20.0,Francisco Prat,Spain,,ESP,58.0,2:15.79,1964,Giant Slalom,Male,False
3662,19.0,Andrzej DereziÅski,Poland,,POL,,,1964,Giant Slalom,Male,False
402,21.0,Abdurrahman KÃ¼Ã§Ã¼k,Turkey,,TUR,72,3:09.99,1964,DownHill,Male,False
3655,28.0,JÃ³hann Vilbergsson,Iceland,,ISL,,,1964,Giant Slalom,Male,False
3574,23.0,Gerhard Nenning,Austria,,AUT,6.0,1:49.68,1964,Giant Slalom,Male,False
3654,18.0,"Charles, Count de Westenholz",Great Britain,,GBR,,,1964,Giant Slalom,Male,False
3656,20.0,Juan Holz,Chile,,CHI,,,1964,Giant Slalom,Male,False
3661,24.0,Gary Battistella,Canada,,CAN,,,1964,Giant Slalom,Male,False
3658,27.0,Buddy Werner,United States,,USA,,[1:52.07],1964,Giant Slalom,Male,False
3659,22.0,Bengt-Erik Grahn,Sweden,,SWE,,[2:01.22],1964,Giant Slalom,Male,False
3660,22.0,Willy Bogner,Germany,,GER,,,1964,Giant Slalom,Male,False
3575,20.0,Billy Kidd,United States,,USA,7.0,1:49.97,1964,Giant Slalom,Male,False
3664,22.0,Kim Dong-Baek,South Korea,,KOR,,,1964,Giant Slalom,Male,False
2142,18.0,Valery Shein,Soviet Union,,URS,r1/2,,1964,Slalom,Male,False
3663,23.0,Charles Palmer-Tomkinson,Great Britain,,GBR,,,1964,Giant Slalom,Male,False
3573,20.0,Jean-Claude Killy,France,,FRA,5.0,1:48.92,1964,Giant Slalom,Male,False
3657,20.0,Jimmy Heuga,United States,,USA,,[1:48.76],1964,Giant Slalom,Male,False
3572,20.0,Willy Favre,Switzerland,,SUI,4.0,1:48.69,1964,Giant Slalom,Male,False
3578,23.0,Guy PÃ©rillat,France,,FRA,10.0,1:50.75,1964,Giant Slalom,Male,False
3570,25.0,Karl Schranz,Austria,Silver,AUT,2.0,1:47.09,1964,Giant Slalom,Male,False
3569,26.0,FranÃ§ois Bonlieu,France,Gold,FRA,1.0,1:46.71,1964,Giant Slalom,Male,False
1227,19.0,Christine Goitschel,France,Gold,FRA,1.0,1:29.86,1964,Slalom,Women,False
3653,22.0,Javier Masana,Spain,,ESP,,,1964,Giant Slalom,Male,False
2143,27.0,Vicente Vera,Chile,,CHI,r1/2,,1964,Slalom,Male,False
3611,21.0,Jorge Abelardo Eiras,Argentina,,ARG,43.0,2:08.38,1964,Giant Slalom,Male,False
3605,24.0,Tally Monastyryov,Soviet Union,,URS,37.0,2:01.94,1964,Giant Slalom,Male,False
3595,24.0,Jean-Guy Brunet,Canada,,CAN,27.0,1:59.60,1964,Giant Slalom,Male,False
3633,24.0,Fayzollah Band Ali,Iran,,IRI,65.0,2:21.05,1964,Giant Slalom,Male,False
3642,31.0,Muzaffer Demirhan,Turkey,,TUR,74.0,2:41.42,1964,Giant Slalom,Male,False
3643,,Michel Rahme,Lebanon,,LIB,75.0,2:42.28,1964,Giant Slalom,Male,False
3644,,Jean Keyrouz,Lebanon,,LIB,76.0,2:44.51,1964,Giant Slalom,Male,False
3645,30.0,Jo Yeong-Seok,South Korea,,KOR,77.0,2:55.74,1964,Giant Slalom,Male,False
3646,24.0,Vasilios Makridis,Greece,,GRE,78.0,2:57.79,1964,Giant Slalom,Male,False
3647,21.0,Abdurrahman KÃ¼Ã§Ã¼k,Turkey,,TUR,79.0,3:07.63,1964,Giant Slalom,Male,False
3648,,Sami Beyroun,Lebanon,,LIB,80.0,3:14.65,1964,Giant Slalom,Male,False
3649,23.0,Wolfgang Bartels,Germany,,GER,,,1964,Giant Slalom,Male,False
3634,23.0,Francisco Cortes,Chile,,CHI,66.0,2:22.08,1964,Giant Slalom,Male,False
3577,22.0,Jos Minsch,Switzerland,,SUI,9.0,1:50.61,1964,Giant Slalom,Male,False
3631,16.0,Carlos Perner,Argentina,,ARG,63.0,2:19.25,1964,Giant Slalom,Male,False
3579,26.0,LÃ©o Lacroix,France,,FRA,11.0,1:51.26,1964,Giant Slalom,Male,False
3616,26.0,Anton Å oltÃ½s,Czechoslovakia,,TCH,48.0,2:10.79,1964,Giant Slalom,Male,False
3617,20.0,Petar Angelov,Bulgaria,,BUL,49.0,2:11.71,1964,Giant Slalom,Male,False
3618,21.0,Fric DetiÄek,Yugoslavia,,YUG,50.0,2:11.76,1964,Giant Slalom,Male,False
3619,21.0,Simon Brown,Australia,,AUS,51.0,2:12.61,1964,Giant Slalom,Male,False
3620,22.0,Pedro Klempa,Argentina,,ARG,52.0,2:12.88,1964,Giant Slalom,Male,False
3621,27.0,"Karim, Prince Aga Khan",Iran,,IRI,53.0,2:13.57,1964,Giant Slalom,Male,False
3622,21.0,Claudio Wernli,Chile,,CHI,54.0,2:14.48,1964,Giant Slalom,Male,False
3623,22.0,Radim KolouÅ¡ek,Czechoslovakia,,TCH,55.0,2:14.70,1964,Giant Slalom,Male,False
3624,22.0,Ãrni SigurÃ°sson,Iceland,,ISL,56.0,2:14.90,1964,Giant Slalom,Male,False
3576,23.0,Luggi Leitner,Germany,,GER,8.0,1:50.04,1964,Giant Slalom,Male,False
3641,21.0,Kostas Karydas,Greece,,GRE,73.0,2:35.89,1964,Giant Slalom,Male,False
3640,24.0,Dimitrios Pappos,Greece,,GRE,72.0,2:35.52,1964,Giant Slalom,Male,False
3639,34.0,Osman YÃ¼ce,Turkey,,TUR,71.0,2:32.11,1964,Giant Slalom,Male,False
3638,22.0,Nazih Geagea,Lebanon,,LIB,70.0,2:30.24,1964,Giant Slalom,Male,False
3580,20.0,Bill Marolt,United States,,USA,12.0,1:51.29,1964,Giant Slalom,Male,False
3581,29.0,Paride Milianti,Italy,,ITA,13.0,1:52.87,1964,Giant Slalom,Male,False
3582,22.0,Beat von Allmen,Switzerland,,SUI,14.0,1:54.05,1964,Giant Slalom,Male,False
3583,25.0,Eberhard Riedel,Germany,,GER,15.0,1:54.17,1964,Giant Slalom,Male,False
3584,24.0,Ivo Mahlknecht,Italy,,ITA,16.0,1:54.26,1964,Giant Slalom,Male,False
3585,23.0,Raimo Manninen,Finland,,FIN,17.0,1:55.05,1964,Giant Slalom,Male,False
3586,28.0,Italo Pedroncelli,Italy,,ITA,18.0,1:55.14,1964,Giant Slalom,Male,False
3587,20.0,Edy Bruggmann,Switzerland,,SUI,19.0,1:55.30,1964,Giant Slalom,Male,False
3588,19.0,Jon Terje Ãverland,Norway,,NOR,20.0,1:55.51,1964,Giant Slalom,Male,False
3589,21.0,Arild Holm,Norway,,NOR,21.0,1:55.72,1964,Giant Slalom,Male,False
3590,23.0,Hajime Tomii,Japan,,JPN,22.0,1:56.65,1964,Giant Slalom,Male,False
3591,19.0,Per Martin Sunde,Norway,,NOR,23.0,1:56.77,1964,Giant Slalom,Male,False
3592,19.0,Rune LindstrÃ¶m,Sweden,,SWE,24.0,1:57.06,1964,Giant Slalom,Male,False
3593,21.0,Yoshiharu Fukuhara,Japan,,JPN,25.0,1:58.35,1964,Giant Slalom,Male,False
3612,23.0,HernÃ¡n Boher,Chile,,CHI,44.0,2:09.71,1964,Giant Slalom,Male,False
3613,21.0,Andrej Klinar,Yugoslavia,,YUG,45.0,2:10.18,1964,Giant Slalom,Male,False
3614,14.0,August Wolfinger,Liechtenstein,,LIE,46.0,2:10.64,1964,Giant Slalom,Male,False
3615,19.0,Josef Gassner,Liechtenstein,,LIE,47.0,2:10.67,1964,Giant Slalom,Male,False
3635,20.0,Oto PustoslemÅ¡ek,Yugoslavia,,YUG,67.0,2:22.46,1964,Giant Slalom,Male,False
3636,20.0,Peter Wenzel,Australia,,AUS,68.0,2:27.72,1964,Giant Slalom,Male,False
3637,26.0,Zeki ÅamiloÄlu,Turkey,,TUR,69.0,2:28.76,1964,Giant Slalom,Male,False
403,21.0,Kostas Karydas,Greece,,GRE,73,3:10.09,1964,DownHill,Male,False
3596,21.0,Felice De Nicolo,Italy,,ITA,28.0,1:59.62,1964,Giant Slalom,Male,False
401,26.0,Zeki ÅamiloÄlu,Turkey,,TUR,71,3:05.71,1964,DownHill,Male,False
2595,19.0,Divina Galica,Great Britain,,GBR,23.0,2:00.79,1964,Giant Slalom,Women,False
2585,21.0,Marianne Jahn-Nutt,Austria,,AUT,13.0,1:55.95,1964,Giant Slalom,Women,False
2586,22.0,Giustina Demetz,Italy,,ITA,14.0,1:56.52,1964,Giant Slalom,Women,False
2587,19.0,FranÃ§oise Gay,Switzerland,,SUI,15.0,1:57.21,1964,Giant Slalom,Women,False
2588,20.0,Nancy Greene,Canada,,CAN,16.0,1:57.76,1964,Giant Slalom,Women,False
2589,20.0,Patricia du Roy de Blicquy,Belgium,,BEL,17.0,1:58.76,1964,Giant Slalom,Women,False
2590,18.0,Burgl FÃ¤rbinger,Germany,,GER,18.0,1:58.84,1964,Giant Slalom,Women,False
2591,18.0,Patrizia Medail,Italy,,ITA,19.0,1:59.29,1964,Giant Slalom,Women,False
2592,19.0,Barbara Ferries,United States,,USA,20.0,1:59.44,1964,Giant Slalom,Women,False
2593,24.0,Astrid Sandvik,Norway,,NOR,21.0,2:00.74,1964,Giant Slalom,Women,False
2594,22.0,Heidi Mittermaier,Germany,,GER,22.0,2:00.77,1964,Giant Slalom,Women,False
2596,20.0,Jane Gissing,Great Britain,,GBR,24.0,2:01.66,1964,Giant Slalom,Women,False
2583,20.0,Theres Obrecht,Switzerland,,SUI,11.0,1:54.91,1964,Giant Slalom,Women,False
2597,23.0,Majda Ankele,Yugoslavia,,YUG,25.0,2:01.81,1964,Giant Slalom,Women,False
2599,17.0,Gina Hathorn,Great Britain,,GBR,27.0,2:02.61,1964,Giant Slalom,Women,False
413,20.0,Jonathan Taylor,Great Britain,,GBR,,,1964,DownHill,Male,False
1248,19.0,Lidia Barbieri Sacconaghi,Italy,,ITA,22.0,1:49.23,1964,Slalom,Women,False
2618,17.0,Christine Smith,Australia,,AUS,,,1964,Giant Slalom,Women,False
205,22.0,Anna Asheshov,Great Britain,,GBR,38.0,2:05.41,1964,Downhill,Women,False
204,33.0,Yevgeniya Kabina-Sidorova,Soviet Union,,URS,37.0,2:05.19,1964,Downhill,Women,False
203,20.0,Dikke Eger-Bergman,Norway,,NOR,36.0,2:05.10,1964,Downhill,Women,False
202,20.0,Tania Heald,Great Britain,,GBR,35.0,2:04.82,1964,Downhill,Women,False
201,21.0,Nancy Holland,Canada,,CAN,34.0,2:04.53,1964,Downhill,Women,False
2584,20.0,Ruth Adolf,Switzerland,,SUI,12.0,1:55.83,1964,Giant Slalom,Women,False
2598,24.0,Joan Hannah,United States,,USA,26.0,2:01.97,1964,Giant Slalom,Women,False
1258,19.0,Annie Famose,France,,FRA,,,1964,Slalom,Women,False
2607,25.0,Stalina Demidova-Korzukhina,Soviet Union,,URS,35.0,2:10.11,1964,Giant Slalom,Women,False
1260,21.0,Marianne Jahn-Nutt,Austria,,AUT,,,1964,Slalom,Women,False
1262,24.0,Astrid Sandvik,Norway,,NOR,,,1964,Slalom,Women,False
1246,18.0,Galina Sidorova,Soviet Union,,URS,20.0,1:48.26,1964,Slalom,Women,False
